Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HM310503,055XX W CONGRESS PKWY,GAME/DICE,STREET,True,2006,41.874,-87.762
HH129345,065XX S COTTAGE GROVE AV,ILLEGAL ILL LOTTERY,STREET,True,2002,41.776,-87.606
HP688810,037XX W CHICAGO AVE,GAME/DICE,RESTAURANT,True,2008,41.895,-87.720
HL274877,006XX N LARAMIE AVE,GAME/DICE,SIDEWALK,True,2005,41.892,-87.755
HL538971,050XX N BROADWAY,GAME/AMUSEMENT DEVICE,SMALL RETAIL STORE,True,2005,41.974,-87.660
HJ474625,016XX S HOMAN AVE,GAME/DICE,ALLEY,True,2003,41.858,-87.710
HL252443,007XX E 62ND ST,GAME/DICE,SIDEWALK,True,2005,41.782,-87.607
HT614625,053XX W QUINCY ST,GAME/DICE,ABANDONED BUILDING,True,2011,41.878,-87.758
HH112569,031XX W DEVON AV,OTHER,RESTAURANT,True,2002,41.997,-87.707
HL501852,051XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2005,41.801,-87.664
HV337043,052XX W QUINCY ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.878,-87.756
HJ680751,016XX N KIMBALL AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.911,-87.712
G188403,044XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2001,41.878,-87.736
HK538537,062XX S WASHTENAW AVE,GAME/DICE,SIDEWALK,True,2004,41.780,-87.691
HJ603797,082XX S SPAULDING AVE,GAME/DICE,STREET,True,2003,41.744,-87.705
HP373687,043XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2008,41.878,-87.734
HT448068,053XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2011,41.797,-87.661
G675481,061XX S GREENWOOD AV,GAME/DICE,STREET,True,2001,41.783,-87.599
HK585958,092XX S DOBSON AVE,GAME/DICE,ALLEY,True,2004,41.727,-87.599
HP159068,035XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2008,41.872,-87.714
HZ355358,049XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2016,41.879,-87.748
HW321961,064XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2013,41.778,-87.613
HM458290,010XX W ARGYLE ST,OTHER,STREET,True,2006,41.973,-87.656
HS211225,067XX S CORNELL AVE,GAME/DICE,SIDEWALK,True,2010,41.772,-87.585
HL676504,034XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2005,41.832,-87.622
HR305160,008XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.896,-87.724
HL645718,014XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2005,41.907,-87.723
HM519663,038XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2006,41.890,-87.722
HL436988,060XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2005,41.785,-87.621
G522253,037XX S STATE ST,GAME/DICE,STREET,True,2001,41.827,-87.626
HK672976,068XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2004,41.771,-87.584
HR476445,005XX E 35TH ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.831,-87.614
HS448658,006XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2010,41.892,-87.713
HK499956,054XX S WINCHESTER AVE,GAME/DICE,STREET,True,2004,41.795,-87.673
HS597892,033XX W HARRISON ST,GAME/DICE,GAS STATION,True,2010,41.874,-87.710
HH569746,068XX S PAXTON AVE,GAME/DICE,SIDEWALK,True,2002,41.771,-87.572
HL681550,061XX S WASHTENAW AVE,GAME/DICE,SIDEWALK,True,2005,41.782,-87.691
HT271326,049XX W OHIO ST,GAME/DICE,SIDEWALK,True,2011,41.891,-87.749
HS501736,055XX S THROOP ST,GAME/DICE,SIDEWALK,True,2010,41.793,-87.657
HK426800,078XX S PRAIRIE AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2004,41.752,-87.618
HL593381,007XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2005,41.894,-87.713
HH501267,023XX W GARFIELD BLVD,GAME/DICE,ALLEY,True,2002,41.794,-87.683
HV237776,040XX W 15TH ST,GAME/DICE,SIDEWALK,True,2012,41.861,-87.726
HT515226,109XX S PROSPECT AVE,GAME/DICE,PARK PROPERTY,True,2011,41.694,-87.668
HN620937,003XX N CENTRAL AVE,OTHER,SIDEWALK,True,2007,41.887,-87.765
HL346286,076XX S STEWART AVE,GAME/DICE,APARTMENT,True,2005,41.755,-87.634
HJ365095,048XX S DREXEL BLVD,GAME/DICE,SIDEWALK,True,2003,41.807,-87.604
HV251992,012XX S TROY ST,GAME/DICE,SIDEWALK,True,2012,41.865,-87.704
HH326467,066XX S ELLIS AVE,GAME/DICE,SIDEWALK,True,2002,41.774,-87.601
HP405845,001XX N LONG AVE,GAME/DICE,SIDEWALK,True,2008,41.883,-87.760
HJ601729,077XX S SOUTH SHORE DR,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2003,41.756,-87.553
HH769413,046XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,OTHER,True,2002,41.968,-87.745
HX393198,041XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2014,41.879,-87.729
HN448947,014XX W 81ST ST,GAME/DICE,SIDEWALK,True,2007,41.747,-87.659
HN502542,042XX W ADAMS ST,GAME/DICE,STREET,True,2007,41.878,-87.732
HS244826,004XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2010,41.889,-87.721
HM223152,039XX N BROADWAY,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2006,41.954,-87.650
HT370251,041XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2011,41.878,-87.729
HM770957,026XX W LAWRENCE AVE,GAME/CARDS,RESTAURANT,True,2006,41.969,-87.694
HK307732,071XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2004,41.764,-87.688
HJ305893,044XX W LAWRENCE AVE,BOOKMAKING/HORSES,RESTAURANT,True,2003,41.968,-87.741
HS460404,030XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2010,41.872,-87.702
HN555120,043XX W ADAMS ST,GAME/DICE,STREET,True,2007,41.878,-87.734
G114532,006XX N MONTICELLO AV,GAME/DICE,STREET,True,2001,41.892,-87.718
HN329729,049XX W WALTON ST,GAME/DICE,SIDEWALK,True,2007,41.898,-87.749
HH163169,043XX N WESTERN AV,LOTTERY/OTHER,TAVERN/LIQUOR STORE,True,2002,41.961,-87.689
HR404649,040XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2009,41.882,-87.727
HR309187,002XX S LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2009,41.878,-87.749
HP537870,059XX S LA SALLE ST,GAME/DICE,STREET,True,2008,41.787,-87.629
HJ749905,005XX E BROWNING AVE,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2003,41.830,-87.612
HM283238,050XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,STREET,True,2006,41.803,-87.616
HP546899,053XX W MONROE ST,GAME/DICE,SIDEWALK,True,2008,41.879,-87.759
HT383718,052XX W FULTON ST,GAME/DICE,SIDEWALK,True,2011,41.886,-87.757
HH429123,111XX S HALSTED ST,ILLEGAL ILL LOTTERY,STREET,True,2002,41.692,-87.642
G425676,050XX S HERMITAGE AV,GAME/DICE,STREET,True,2001,41.802,-87.668
HJ621581,009XX N KEELER AVE,GAME/DICE,SIDEWALK,True,2003,41.898,-87.731
HK458393,050XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2004,41.876,-87.751
HK468033,002XX W 26TH ST,OTHER,COMMERCIAL / BUSINESS OFFICE,True,2004,41.845,-87.634
HJ374232,045XX N SHERIDAN RD,WIREROOM/HORSES,OTHER,True,2003,41.965,-87.655
HN514698,036XX W 23RD ST,GAME/DICE,PARK PROPERTY,True,2007,41.850,-87.717
HP600653,023XX S STATE ST,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2008,41.851,-87.627
G435034,052XX W VAN BUREN ST,GAME/DICE,OTHER,True,2001,41.875,-87.757
HP284029,001XX S LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2008,41.879,-87.754
HL276548,055XX S THROOP ST,GAME/DICE,SIDEWALK,True,2005,41.793,-87.657
HH688488,107XX S LAFAYETTE AVE,GAME/DICE,STREET,True,2002,41.699,-87.624
HY261309,030XX W JACKSON BLVD,GAME/DICE,STREET,True,2015,41.877,-87.703
HM494200,051XX W CONCORD PL,GAME/DICE,SIDEWALK,True,2006,41.910,-87.753
HK478599,033XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2004,41.878,-87.710
HL712855,110XX S HOMEWOOD AVE,GAME/DICE,SIDEWALK,True,2005,41.693,-87.669
HL396809,065XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2005,41.775,-87.686
HJ417552,008XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2003,41.896,-87.715
HR228323,007XX S ST LOUIS AVE,GAME/DICE,STREET,True,2009,41.871,-87.713
HP519119,056XX S MAY ST,GAME/DICE,SIDEWALK,True,2008,41.792,-87.654
G122748,062XX S JUSTINE ST,GAME/DICE,STREET,True,2001,41.781,-87.663
HM224388,003XX S WESTERN AVE,GAME/DICE,SIDEWALK,True,2006,41.877,-87.686
HM310832,110XX S NORMAL AVE,GAME/DICE,ALLEY,True,2006,41.693,-87.635
HT446707,068XX S STONY ISLAND AVE,GAME/DICE,SIDEWALK,True,2011,41.771,-87.586
HN350804,010XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2007,41.899,-87.758
HK355868,044XX N SHERIDAN RD,WIREROOM/SPORTS,OTHER,True,2004,41.962,-87.655
HL588259,015XX N PULASKI RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2005,41.909,-87.726
HM523430,062XX S TROY ST,GAME/DICE,SIDEWALK,True,2006,41.780,-87.702
HN555783,019XX S TROY ST,GAME/DICE,SIDEWALK,True,2007,41.855,-87.704
G593928,004XX W 119 ST,GAME/DICE,STREET,True,2001,41.678,-87.634
HH459056,069XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2002,41.768,-87.655
HH305354,080XX S DORCHESTER AV,OTHER,"SCHOOL, PUBLIC, GROUNDS",True,2002,41.749,-87.591
HM485696,009XX W 54TH ST,GAME/DICE,STREET,True,2006,41.796,-87.648
HY271291,113XX S STEWART AVE,GAME/DICE,VACANT LOT/LAND,True,2015,41.688,-87.633
HM565929,079XX S LAFLIN ST,GAME/DICE,ALLEY,True,2006,41.750,-87.661
HP568648,019XX S ST LOUIS AVE,GAME/DICE,SIDEWALK,True,2008,41.855,-87.712
HK264019,047XX W HURON ST,GAME/DICE,SIDEWALK,True,2004,41.893,-87.744
HH513020,099XX S LUELLA AVE,GAME/DICE,ALLEY,True,2002,41.715,-87.568
HV352966,119XX S LA SALLE ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.677,-87.626
HX369724,093XX S GREENWOOD AVE,GAME/DICE,PARK PROPERTY,True,2014,41.725,-87.597
HX227585,050XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2014,41.894,-87.752
HL688056,080XX S MARYLAND AVE,OTHER,STREET,True,2005,41.749,-87.604
HS405607,001XX E 107TH ST,GAME/DICE,ALLEY,True,2010,41.700,-87.619
HN399686,013XX W HASTINGS ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.864,-87.660
HM568120,023XX S STATE ST,GAME/DICE,OTHER,True,2006,41.850,-87.627
HH641499,0000X S LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2002,41.880,-87.754
HK439193,066XX S DORCHESTER AVE,GAME/DICE,SIDEWALK,True,2004,41.774,-87.591
HM213029,047XX N KIMBALL AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2006,41.967,-87.713
HR384757,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2009,41.879,-87.746
HP497961,080XX S STEWART AVE,GAME/DICE,SIDEWALK,True,2008,41.748,-87.634
HR616262,028XX W ARTHINGTON ST,GAME/DICE,SIDEWALK,True,2009,41.870,-87.697
HX391633,076XX S COLES AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2014,41.757,-87.556
HV310909,066XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.773,-87.665
HN297632,066XX S LANGLEY AVE,OTHER,SIDEWALK,True,2007,41.774,-87.608
HR458388,047XX W OHIO ST,GAME/DICE,SIDEWALK,True,2009,41.891,-87.744
HV407890,045XX S GREENWOOD AVE,GAME/DICE,PARK PROPERTY,True,2012,41.812,-87.599
HK611957,037XX S VINCENNES AVE,GAME/DICE,SIDEWALK,True,2004,41.826,-87.612
HN534304,052XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2007,41.799,-87.661
HM304763,061XX S VERNON AVE,OTHER,SIDEWALK,True,2006,41.783,-87.614
HW284979,064XX S EGGLESTON AVE,GAME/DICE,SIDEWALK,True,2013,41.777,-87.636
HM448630,056XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2006,41.793,-87.638
HY293246,041XX W POTOMAC AVE,OTHER,SIDEWALK,True,2015,41.904,-87.730
HJ141570,055XX W CHICAGO AVE,GAME/DICE,RESTAURANT,True,2003,41.895,-87.764
G355414,037XX S WESTERN AV,WIREROOM/HORSES,TAVERN/LIQUOR STORE,True,2001,41.826,-87.684
HH537657,013XX S FAIRFIELD AVE,GAME/DICE,SIDEWALK,True,2002,41.864,-87.695
HJ820177,055XX W NORTH AVE,GAME/DICE,SIDEWALK,True,2003,41.909,-87.764
HN628550,049XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2007,41.894,-87.749
HW461566,007XX N ST LOUIS AVE,GAME/DICE,SIDEWALK,True,2013,41.895,-87.714
HP354613,063XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2008,41.778,-87.685
HW434541,012XX W 72ND ST,GAME/DICE,SIDEWALK,True,2013,41.763,-87.656
HT388440,003XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2011,41.876,-87.708
HR425679,105XX S OGLESBY AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.704,-87.566
HX267128,042XX S STATE ST,GAME/DICE,PARK PROPERTY,True,2014,41.817,-87.626
G412739,057XX S LA SALLE ST,GAME/DICE,STREET,True,2001,41.790,-87.629
HZ227067,084XX S KERFOOT AVE,GAME/DICE,SIDEWALK,True,2016,41.741,-87.640
HJ382984,067XX S PULASKI RD,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.770,-87.723
G189955,037XX S KING DR,BOOKMAKING/SPORTS,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2001,41.826,-87.617
HR342080,0000X S LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2009,41.880,-87.749
HM431166,123XX S EMERALD AVE,GAME/DICE,ALLEY,True,2006,41.670,-87.640
HN362139,050XX S INDIANA AVE,GAME/DICE,STREET,True,2007,41.803,-87.621
HJ540789,047XX N SAWYER AVE,GAME/CARDS,RESTAURANT,True,2003,41.968,-87.710
HL534017,038XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2005,41.890,-87.723
HT504447,049XX W WALTON ST,GAME/DICE,SIDEWALK,True,2011,41.898,-87.749
HT248636,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2011,41.797,-87.663
HS257803,059XX S MICHIGAN AVE,GAME/DICE,ALLEY,True,2010,41.787,-87.622
HN487845,111XX S MICHIGAN AVE,ILLEGAL ILL LOTTERY,STREET,True,2007,41.692,-87.621
HR367697,0000X E MARQUETTE RD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.773,-87.623
HN251018,001XX N LAPORTE AVE,BOOKMAKING/SPORTS,SIDEWALK,True,2007,41.884,-87.749
HJ706254,081XX S EMERALD AVE,GAME/DICE,STREET,True,2003,41.746,-87.643
HP673702,085XX S PAULINA ST,GAME/DICE,ALLEY,True,2008,41.739,-87.666
HS387001,002XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2010,41.885,-87.756
HN479165,007XX N WALLER AVE,GAME/DICE,STREET,True,2007,41.893,-87.768
HL486347,063XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2005,41.778,-87.689
HS334723,002XX N LARAMIE AVE,GAME/DICE,ALLEY,True,2010,41.885,-87.755
HY374809,007XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2015,41.895,-87.720
HK361230,062XX S STONY ISLAND AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2004,41.782,-87.587
HS419354,038XX S ELLIS AVE,GAME/DICE,ALLEY,True,2010,41.825,-87.606
HT390683,067XX S ADA ST,GAME/DICE,SIDEWALK,True,2011,41.772,-87.658
HR186013,005XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2009,41.891,-87.751
G521997,055XX S INDIANA AV,OTHER,STREET,True,2001,41.794,-87.621
HZ303145,074XX S KENWOOD AVE,GAME/DICE,SIDEWALK,True,2016,41.760,-87.592
G336892,001XX W 105 ST,GAME/DICE,RESIDENCE-GARAGE,True,2001,41.704,-87.628
HM522458,053XX S PAULINA ST,GAME/DICE,ALLEY,True,2006,41.797,-87.667
HS342748,101XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2010,41.710,-87.626
HP518529,122XX S GREEN ST,GAME/DICE,SIDEWALK,True,2008,41.671,-87.643
HM128150,074XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2006,41.759,-87.628
HW517994,001XX N LONG AVE,GAME/DICE,SIDEWALK,True,2013,41.883,-87.760
HS346035,049XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2010,41.879,-87.748
G763723,045XX S EVANS AV,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.812,-87.608
HN615376,062XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2007,41.780,-87.689
HZ309208,068XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2016,41.770,-87.660
HP668025,052XX S LAKE PARK AVE,GAME/DICE,OTHER RAILROAD PROP / TRAIN DEPOT,True,2008,41.800,-87.587
HK455073,093XX S BURNSIDE AVE,GAME/DICE,STREET,True,2004,41.724,-87.608
HX311340,006XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2014,41.892,-87.720
HY379783,048XX W HURON ST,GAME/DICE,STREET,True,2015,41.893,-87.746
HK701329,070XX S DORCHESTER AVE,GAME/DICE,STREET,True,2004,41.768,-87.591
HW429881,126XX S WALLACE ST,GAME/DICE,SIDEWALK,True,2013,41.664,-87.637
HP490678,001XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2008,41.884,-87.756
HN653045,053XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2007,41.889,-87.759
HK622024,015XX N LONG AVE,GAME/DICE,SIDEWALK,True,2004,41.908,-87.761
HN292747,108XX S MICHIGAN AVE,ILLEGAL ILL LOTTERY,STREET,True,2007,41.697,-87.621
HV299710,002XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2012,41.885,-87.758
HL186964,024XX S WENTWORTH AVE,WIREROOM/SPORTS,SMALL RETAIL STORE,True,2005,41.849,-87.632
HT451647,027XX N HARLEM AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2011,41.930,-87.806
HM613026,012XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2006,41.902,-87.758
HL272202,033XX W MADISON ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.881,-87.709
G584889,039XX N CICERO AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.953,-87.747
HK618739,069XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2004,41.768,-87.660
HR287171,043XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2009,41.878,-87.734
HN542984,066XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2007,41.773,-87.686
HR358247,006XX N HOMAN AVE,GAME/DICE,SIDEWALK,True,2009,41.893,-87.711
HM350746,010XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2006,41.900,-87.719
HY271904,001XX S KILPATRICK AVE,OTHER,SIDEWALK,True,2015,41.879,-87.743
HN391165,065XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2007,41.776,-87.613
HM181194,074XX S VERNON AVE,GAME/DICE,CTA PLATFORM,True,2006,41.759,-87.614
HR407216,006XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2009,41.892,-87.758
HN383087,053XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2007,41.797,-87.672
HK292413,019XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2004,41.855,-87.709
HL410074,028XX S WENTWORTH AVE,WIREROOM/SPORTS,RESTAURANT,True,2005,41.842,-87.632
HJ545546,068XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2003,41.771,-87.584
HS540318,113XX S CARPENTER ST,GAME/DICE,ALLEY,True,2010,41.687,-87.648
HW280516,006XX W 62ND ST,GAME/DICE,SIDEWALK,True,2013,41.782,-87.641
HV515725,009XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2012,41.898,-87.715
HH251686,111XX S HALSTED ST,ILLEGAL ILL LOTTERY,STREET,True,2002,41.692,-87.642
G515109,026XX W NORTH AV,OTHER,OTHER,True,2001,41.910,-87.694
HJ704585,011XX S RICHMOND ST,GAME/DICE,SIDEWALK,True,2003,41.867,-87.700
HH302349,015XX S KEELER AV,GAME/DICE,STREET,True,2002,41.860,-87.730
HP337028,042XX W CERMAK RD,GAME/DICE,SIDEWALK,True,2008,41.851,-87.732
HM359443,081XX S PAULINA ST,GAME/DICE,ALLEY,False,2006,41.746,-87.666
HM372286,007XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2006,41.894,-87.715
HP603202,031XX W POLK ST,GAME/DICE,ALLEY,True,2008,41.871,-87.704
HW155224,077XX S INGLESIDE AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2013,41.754,-87.602
G634415,030XX W 62 ST,GAME/DICE,SIDEWALK,True,2001,41.781,-87.699
HR469481,070XX S CLYDE AVE,GAME/DICE,SIDEWALK,True,2009,41.767,-87.574
HR336141,003XX S SACRAMENTO BLVD,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2009,41.877,-87.701
HT570291,039XX W VAN BUREN ST,GAME/DICE,VACANT LOT/LAND,True,2011,41.875,-87.724
HR346454,007XX N HOMAN AVE,GAME/DICE,STREET,True,2009,41.894,-87.711
HP328353,048XX W RICE ST,OTHER,SIDEWALK,True,2008,41.896,-87.747
HZ401852,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2016,41.865,-87.718
HX457649,100XX S PERRY AVE,GAME/DICE,ALLEY,True,2014,41.712,-87.626
HN523179,065XX S SANGAMON ST,GAME/DICE,ABANDONED BUILDING,True,2007,41.775,-87.648
HN234778,097XX S MERRION AVE,GAME/DICE,STREET,True,2007,41.718,-87.570
HX555841,059XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2014,41.902,-87.774
HK538172,062XX S ARCHER AVE,OTHER,STREET,True,2004,41.794,-87.775
HS420996,051XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2010,41.801,-87.662
HP583017,048XX W ERIE ST,GAME/DICE,SIDEWALK,True,2008,41.892,-87.747
HR310634,067XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2009,41.772,-87.612
HM377747,085XX S CALUMET AVE,GAME/DICE,SIDEWALK,True,2006,41.739,-87.616
HL668398,078XX S YATES BLVD,GAME/CARDS,APARTMENT,True,2005,41.753,-87.566
HR489243,013XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.864,-87.723
HN527783,068XX S WOOD ST,GAME/DICE,SIDEWALK,True,2007,41.770,-87.669
HK559769,017XX N LINDER AVE,OTHER,SIDEWALK,True,2004,41.912,-87.763
HH540221,060XX S MAY ST,GAME/DICE,SIDEWALK,True,2002,41.784,-87.653
HZ294984,040XX W GLADYS AVE,GAME/DICE,ALLEY,True,2016,41.876,-87.727
HP620260,016XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2008,41.858,-87.718
HV285006,088XX S HERMITAGE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.733,-87.667
HJ407105,019XX S CHRISTIANA AVE,GAME/DICE,STREET,True,2003,41.855,-87.709
G025229,059XX W NORTH AV,GAME/DICE,SIDEWALK,True,2001,41.909,-87.775
HV493908,027XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2012,41.872,-87.695
HY134428,071XX S CALIFORNIA AVE,GAME/DICE,SIDEWALK,True,2015,41.764,-87.693
HN569933,016XX S DRAKE AVE,GAME/DICE,SIDEWALK,True,2007,41.858,-87.714
HR372212,009XX W 68TH ST,GAME/DICE,ALLEY,True,2009,41.771,-87.648
HT519055,010XX W 79TH ST,GAME/DICE,ALLEY,True,2011,41.751,-87.649
HX330190,007XX E 92ND PL,GAME/DICE,SIDEWALK,True,2014,41.727,-87.606
HJ503187,117XX S SANGAMON ST,GAME/DICE,ALLEY,True,2003,41.681,-87.646
HR494729,011XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.867,-87.723
G339060,038XX W BELMONT AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2001,41.939,-87.723
HN567452,047XX S SHIELDS AVE,GAME/DICE,STREET,True,2007,41.808,-87.635
HV427645,0000X E 101ST ST,GAME/DICE,ALLEY,True,2012,41.711,-87.621
G320850,079XX S CARPENTER ST,GAME/DICE,STREET,True,2001,41.749,-87.650
HZ230240,013XX N HUDSON AVE,GAME/DICE,SIDEWALK,True,2016,41.907,-87.640
HM673743,075XX S CONSTANCE AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2006,41.758,-87.580
HN382311,055XX S SEELEY AVE,GAME/DICE,SIDEWALK,True,2007,41.793,-87.675
HL392510,017XX N MANGO AVE,GAME/DICE,RESIDENCE,True,2005,41.911,-87.769
HN496996,012XX N BURLING ST,GAME/CARDS,CHA PARKING LOT/GROUNDS,True,2007,41.904,-87.647
G323873,025XX W FULLERTON AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.925,-87.691
HW512735,0000X N LARAMIE AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2013,41.881,-87.755
HL469563,083XX S INGLESIDE AVE,GAME/DICE,ALLEY,True,2005,41.743,-87.601
HZ494404,063XX S WOOD ST,GAME/DICE,SIDEWALK,True,2016,41.778,-87.669
HK325799,082XX S EXCHANGE AVE,GAME/DICE,STREET,True,2004,41.746,-87.553
HR643060,0000X N LATROBE AVE,GAME/DICE,ALLEY,True,2009,41.881,-87.756
HJ319157,052XX S DAMEN AVE,GAME/DICE,STREET,True,2003,41.798,-87.674
HW403026,071XX S SEELEY AVE,GAME/DICE,SIDEWALK,True,2013,41.764,-87.675
HW274704,065XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2013,41.775,-87.681
HM378580,043XX S DR MARTIN LUTHER KING JR DR,OTHER,SIDEWALK,True,2006,41.816,-87.617
HY428310,001XX W 103RD PL,GAME/DICE,SIDEWALK,True,2015,41.706,-87.627
HM435019,089XX S EXCHANGE AVE,GAME/DICE,SIDEWALK,True,2006,41.733,-87.553
HJ722053,033XX W FOSTER AVE,GAME/AMUSEMENT DEVICE,OTHER,True,2003,41.976,-87.713
HN438709,061XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2007,41.783,-87.621
