Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HR212523,009XX E 79TH ST,GAME/AMUSEMENT DEVICE,OTHER,True,2009,41.751,-87.602
HL310249,066XX S LANGLEY AVE,GAME/DICE,SIDEWALK,True,2005,41.774,-87.608
HP673285,005XX N CENTRAL AVE,GAME/DICE,ALLEY,True,2008,41.890,-87.765
HP436210,005XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2008,41.890,-87.723
HM450498,047XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2006,41.876,-87.744
HS464659,042XX S MICHIGAN AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.817,-87.623
HH663683,070XX S CHAPPEL AVE,GAME/DICE,SIDEWALK,True,2002,41.767,-87.575
HP612693,012XX N SPRINGFIELD AVE,OTHER,SIDEWALK,True,2008,41.904,-87.724
HK351006,004XX S LOTUS AVE,GAME/DICE,SIDEWALK,True,2004,41.875,-87.762
HP460967,059XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2008,41.787,-87.647
HS346181,012XX W 71ST ST,GAME/DICE,SIDEWALK,True,2010,41.765,-87.657
HR319826,062XX S CAMPBELL AVE,GAME/DICE,STREET,True,2009,41.780,-87.686
HN340406,123XX S EMERALD AVE,GAME/DICE,SIDEWALK,False,2007,41.670,-87.640
HS238462,0000X N LATROBE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.881,-87.756
HV556114,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2012,41.884,-87.749
HL149087,011XX W ARGYLE ST,GAME/CARDS,SMALL RETAIL STORE,True,2005,41.973,-87.659
HH439780,052XX W CONGRESS PKWY,GAME/DICE,SIDEWALK,True,2002,41.874,-87.756
G362367,057XX S RACINE AV,GAME/DICE,PARK PROPERTY,True,2001,41.790,-87.655
HM389378,039XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2006,41.866,-87.723
HM362472,049XX S ARCHER AVE,OTHER,STREET,True,2006,41.803,-87.722
HY398747,016XX S CENTRAL PARK AVE,GAME/DICE,STREET,True,2015,41.858,-87.715
HL348721,079XX S ESSEX AVE,GAME/CARDS,STREET,True,2005,41.751,-87.564
HS547146,052XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2010,41.889,-87.756
HK523411,039XX S PRAIRIE AVE,GAME/CARDS,CHA PARKING LOT/GROUNDS,True,2004,41.823,-87.620
HM479535,007XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2006,41.895,-87.713
HK302283,060XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2004,41.784,-87.666
HH268480,047XX S UNION AV,OTHER,"SCHOOL, PUBLIC, BUILDING",True,2002,41.808,-87.643
HL742969,015XX W LAKE ST,GAME/DICE,PARK PROPERTY,True,2005,41.885,-87.666
HR245080,001XX N KARLOV AVE,GAME/DICE,ALLEY,True,2009,41.882,-87.728
G578477,007XX W 54 PL,GAME/DICE,SIDEWALK,True,2001,41.795,-87.644
HJ444038,070XX S EGGLESTON AVE,GAME/DICE,STREET,True,2003,41.766,-87.636
HP577685,017XX N MELVINA AVE,GAME/DICE,SIDEWALK,True,2008,41.912,-87.780
HL336682,084XX S JEFFERY BLVD,GAME/DICE,ALLEY,True,2005,41.742,-87.576
HP637227,025XX W LITHUANIAN PLAZA CT,BOLITA OR BOLI PUL/OFFICE,SIDEWALK,True,2008,41.768,-87.687
HJ621641,084XX S MUSKEGON AVE,OTHER,SIDEWALK,True,2003,41.742,-87.555
HT311188,057XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2011,41.790,-87.663
HK490758,011XX W THORNDALE AVE,GAME/DICE,SIDEWALK,True,2004,41.990,-87.659
HK830274,023XX S WENTWORTH AVE,OTHER,COMMERCIAL / BUSINESS OFFICE,True,2004,41.850,-87.632
G274634,114XX S ELIZABETH ST,GAME/DICE,STREET,True,2001,41.687,-87.653
G471344,074XX S EVANS AV,GAME/DICE,SIDEWALK,True,2001,41.759,-87.606
HW407577,043XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2013,41.885,-87.734
HV446837,059XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2012,41.786,-87.651
HX326171,035XX W IOWA ST,GAME/DICE,SIDEWALK,True,2014,41.897,-87.714
HY434522,062XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2015,41.780,-87.685
HH259334,036XX W ARMITAGE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.917,-87.719
HH494121,066XX S BLACKSTONE AVE,GAME/DICE,SIDEWALK,True,2002,41.774,-87.589
HK340281,012XX E 71ST ST,GAME/DICE,ALLEY,True,2004,41.766,-87.595
HL573285,005XX N LAWLER AVE,BOOKMAKING/SPORTS,SIDEWALK,True,2005,41.890,-87.752
HR273398,013XX W WASHBURNE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.866,-87.660
HP551652,046XX S ELLIS AVE,GAME/DICE,SIDEWALK,True,2008,41.811,-87.602
HS548331,034XX W HURON ST,GAME/DICE,SIDEWALK,True,2010,41.894,-87.713
HJ254484,098XX S EWING AVE,GAME/DICE,STREET,True,2003,41.717,-87.535
G585989,028XX W MONROE ST,GAME/DICE,STREET,True,2001,41.880,-87.697
HJ422437,082XX S EVANS AVE,GAME/DICE,ALLEY,True,2003,41.745,-87.606
HL721546,065XX S UNION AVE,GAME/DICE,SIDEWALK,True,2005,41.775,-87.643
HN309330,061XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2007,41.782,-87.666
HJ300899,059XX N WINTHROP AVE,GAME/DICE,SIDEWALK,True,2003,41.990,-87.658
HP566298,060XX W WABANSIA AVE,GAME/DICE,SIDEWALK,True,2008,41.911,-87.777
HK153385,064XX W ARCHER AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.792,-87.782
HN483870,062XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2007,41.780,-87.686
HN588711,050XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2007,41.878,-87.750
HN220872,005XX N KEDZIE AVE,GAME/DICE,SIDEWALK,True,2007,41.891,-87.706
HW460305,073XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2013,41.761,-87.614
HT312898,056XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2011,41.792,-87.668
HN461593,007XX W 31ST ST,OTHER,STREET,True,2007,41.838,-87.646
HP657955,049XX W WALTON ST,GAME/DICE,SIDEWALK,True,2008,41.898,-87.749
HN322634,062XX S HONORE ST,GAME/DICE,ALLEY,True,2007,41.780,-87.670
HV258011,079XX S ARTESIAN AVE,GAME/DICE,ALLEY,True,2012,41.749,-87.684
HR595119,0000X S WHIPPLE ST,GAME/DICE,SIDEWALK,True,2009,41.881,-87.702
HN103676,0000X N CENTRAL AVE,GAME/DICE,SIDEWALK,True,2007,41.881,-87.765
HP302760,014XX E 69TH PL,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.769,-87.590
HH333581,070XX W GRAND AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.924,-87.802
HV290538,070XX S THROOP ST,GAME/DICE,SIDEWALK,True,2012,41.766,-87.657
HN380279,061XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2007,41.782,-87.685
HN328177,068XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2007,41.769,-87.663
HR434601,042XX W JACKSON BLVD,GAME/DICE,STREET,True,2009,41.877,-87.731
HM274053,051XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2006,41.801,-87.668
HR225123,052XX S ASHLAND AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2009,41.799,-87.665
HW485340,004XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2013,41.889,-87.723
HN607196,012XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2007,41.866,-87.721
HM480038,020XX W 69TH PL,GAME/DICE,SIDEWALK,True,2006,41.768,-87.674
HH101495,030XX N HARLEM AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.935,-87.807
HP523115,040XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2008,41.879,-87.727
HR408583,070XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2009,41.767,-87.628
HL579809,042XX W KAMERLING AVE,GAME/DICE,SIDEWALK,True,2005,41.905,-87.733
HS477631,0000X N LOTUS AVE,GAME/DICE,SIDEWALK,True,2010,41.881,-87.762
HY299288,112XX S EDBROOKE AVE,GAME/DICE,ALLEY,True,2015,41.690,-87.620
HW371528,064XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2013,41.778,-87.613
HP261137,048XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2008,41.894,-87.747
HX387377,054XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2014,41.795,-87.667
HJ435884,065XX S MINERVA AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.776,-87.597
HX405296,034XX W MADISON ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2014,41.881,-87.712
HL631640,054XX N BROADWAY,GAME/CARDS,RESTAURANT,True,2005,41.981,-87.660
HL574457,051XX S HONORE ST,GAME/DICE,SIDEWALK,True,2005,41.801,-87.671
HJ730465,051XX S PULASKI RD,GAME/DICE,OTHER,True,2003,41.800,-87.723
HV490207,016XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2012,41.911,-87.753
HV407889,0000X N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.881,-87.772
HY216082,071XX S VINCENNES AVE,GAME/DICE,STREET,True,2015,41.765,-87.628
HN444829,036XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2007,41.863,-87.717
HW383421,043XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2013,41.879,-87.734
HZ422901,088XX S HERMITAGE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2016,41.733,-87.667
HH625829,065XX S CLAREMONT AVE,GAME/DICE,SIDEWALK,True,2002,41.775,-87.682
HN289496,009XX W 54TH ST,GAME/DICE,SIDEWALK,True,2007,41.796,-87.648
HK379977,060XX S MAY ST,GAME/DICE,SIDEWALK,True,2004,41.784,-87.653
HM605588,062XX S PAULINA ST,GAME/DICE,STREET,True,2006,41.780,-87.667
HV333027,057XX S MAY ST,GAME/DICE,SIDEWALK,True,2012,41.790,-87.654
HK443384,043XX W CORTEZ ST,GAME/DICE,STREET,True,2004,41.900,-87.734
HP324833,063XX N CLARK ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2008,41.998,-87.670
HR522677,023XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.850,-87.627
HM375052,003XX E 29TH ST,GAME/DICE,PARK PROPERTY,True,2006,41.842,-87.620
HK502336,012XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2004,41.865,-87.709
HP314865,049XX W WALTON ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.898,-87.749
HY384982,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2015,41.790,-87.655
HW426664,001XX W 112TH ST,GAME/DICE,SIDEWALK,True,2013,41.691,-87.626
HK326088,040XX W MONROE ST,GAME/DICE,SIDEWALK,True,2004,41.880,-87.727
G632156,056XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2001,41.792,-87.653
HJ479227,031XX W DEVON AVE,GAME/CARDS,RESTAURANT,True,2003,41.997,-87.707
HR473206,028XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2009,41.879,-87.698
HK376960,030XX W NORTH AVE,GAME/CARDS,PARK PROPERTY,True,2004,41.910,-87.703
HN547629,062XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2007,41.780,-87.685
HL699593,079XX S MARQUETTE AVE,GAME/DICE,SIDEWALK,True,2005,41.751,-87.559
HP405096,010XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2008,41.900,-87.723
HH688181,060XX N WINTHROP AVE,GAME/DICE,STREET,True,2002,41.991,-87.658
HV345851,057XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2012,41.790,-87.662
HP484789,097XX S MERRION AVE,GAME/DICE,STREET,True,2008,41.718,-87.570
HL335598,054XX W ADAMS ST,GAME/DICE,OTHER,True,2005,41.878,-87.760
HL750868,061XX W DIVERSEY AVE,GAME/CARDS,RESTAURANT,True,2005,41.931,-87.779
HH702630,071XX W DIVERSEY AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.931,-87.806
G573048,065XX N CLARK ST,GAME/CARDS,OTHER,True,2001,42.001,-87.672
HJ724040,055XX W NORTH AVE,GAME/DICE,STREET,True,2003,41.909,-87.765
HH345622,008XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2002,41.896,-87.713
HK530719,066XX S HALSTED ST,GAME/DICE,SIDEWALK,True,2004,41.774,-87.645
HK381679,032XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2004,41.863,-87.706
G626330,064XX S COTTAGE GROVE AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.778,-87.606
HV302823,069XX S YALE AVE,GAME/DICE,SIDEWALK,True,2012,41.768,-87.631
HJ684989,011XX S FRANCISCO AVE,GAME/DICE,SIDEWALK,True,2003,41.867,-87.698
HP531279,010XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2008,41.900,-87.715
G043922,074XX S EVANS AV,GAME/DICE,ALLEY,True,2001,41.759,-87.606
HK521812,013XX W 13TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.865,-87.660
HK756558,005XX E PERSHING RD,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.824,-87.614
HW431076,007XX E 43RD ST,GAME/DICE,SIDEWALK,True,2013,41.817,-87.608
HY312011,040XX W MONROE ST,GAME/DICE,SIDEWALK,True,2015,41.880,-87.726
HM222337,009XX N CAMBRIDGE AVE,OTHER,SIDEWALK,True,2006,41.899,-87.642
HR341909,009XX W WILSON AVE,GAME/DICE,SIDEWALK,True,2009,41.965,-87.653
HZ433170,070XX S JUSTINE ST,GAME/DICE,ALLEY,True,2016,41.766,-87.663
HR637778,053XX W RACE AVE,GAME/DICE,SIDEWALK,True,2009,41.890,-87.759
HL714223,091XX S BLACKSTONE AVE,GAME/DICE,SIDEWALK,True,2005,41.729,-87.588
HH550754,013XX N MASON AVE,GAME/DICE,SIDEWALK,True,2002,41.904,-87.774
HT579631,092XX S DOBSON AVE,GAME/DICE,VACANT LOT/LAND,True,2011,41.727,-87.599
HP474926,011XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2008,41.901,-87.752
HN436635,033XX W LEXINGTON ST,GAME/DICE,STREET,True,2007,41.872,-87.709
HR221167,085XX S ESCANABA AVE,GAME/CARDS,SIDEWALK,True,2009,41.740,-87.554
HJ636383,048XX W QUINCY ST,GAME/DICE,STREET,True,2003,41.878,-87.746
HL567788,064XX S TALMAN AVE,GAME/DICE,SIDEWALK,True,2005,41.776,-87.690
G339645,039XX N CENTRAL AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.953,-87.767
HM144697,049XX N PULASKI RD,WIREROOM/SPORTS,RESTAURANT,True,2006,41.971,-87.728
HN578184,018XX S HAMLIN AVE,GAME/DICE,SIDEWALK,True,2007,41.856,-87.720
HM327203,007XX N LOREL AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2006,41.894,-87.759
HP620011,013XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2008,41.864,-87.721
HH617083,033XX W CARROLL AVE,OTHER,SIDEWALK,True,2002,41.887,-87.710
HM576171,062XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2006,41.780,-87.685
HM577766,044XX S WELLS ST,GAME/DICE,SIDEWALK,True,2006,41.814,-87.632
HP600688,037XX W CHICAGO AVE,GAME/DICE,STREET,True,2008,41.895,-87.721
HL721438,012XX N KEELER AVE,GAME/DICE,SIDEWALK,True,2005,41.904,-87.731
HJ613385,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2003,41.889,-87.749
HR146663,001XX W 75TH ST,OTHER,OTHER,True,2009,41.758,-87.629
HN527139,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2007,41.865,-87.718
HX481048,060XX S HERMITAGE AVE,GAME/DICE,ALLEY,True,2014,41.784,-87.668
HL581839,065XX N CLARK ST,GAME/CARDS,OTHER,True,2005,42.001,-87.672
HH203075,007XX W 80 ST,GAME/DICE,STREET,True,2002,41.749,-87.642
HM458335,072XX S PHILLIPS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.764,-87.565
HJ539926,052XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2003,41.799,-87.673
HM418889,033XX W 28TH ST,GAME/DICE,SIDEWALK,True,2006,41.841,-87.708
HT368948,043XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,ALLEY,True,2011,41.816,-87.617
HK250009,031XX S ARCHER AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.837,-87.666
HT484038,052XX W OHIO ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.891,-87.757
HR623055,070XX S CLYDE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.767,-87.574
HM385868,011XX S FRANCISCO AVE,GAME/DICE,SIDEWALK,True,2006,41.867,-87.698
HL381371,047XX W POLK ST,GAME/DICE,SIDEWALK,True,2005,41.870,-87.743
HH252341,027XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2002,41.872,-87.695
HR402444,027XX W MADISON ST,GAME/DICE,ALLEY,True,2009,41.881,-87.695
HN483982,080XX S PAULINA ST,GAME/DICE,STREET,True,2007,41.748,-87.666
G604662,027XX W DIVISION ST,BOLITA OR BOLI PUL/WRITER,STREET,True,2001,41.903,-87.695
HZ283922,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2016,41.790,-87.655
HP589141,094XX S LAFLIN ST,GAME/DICE,APARTMENT,True,2008,41.722,-87.660
HY489409,059XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2015,41.786,-87.666
HS530384,054XX S COTTAGE GROVE AVE,GAME/DICE,PARK PROPERTY,True,2010,41.796,-87.606
HP546346,064XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,SIDEWALK,True,2008,41.778,-87.616
HR461097,064XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2009,41.778,-87.613
HJ379843,005XX W 45TH ST,BOOKMAKING/HORSES,TAVERN/LIQUOR STORE,True,2003,41.813,-87.639
HR500057,016XX N LATROBE AVE,GAME/DICE,ALLEY,True,2009,41.910,-87.757
HL252756,014XX E 70TH ST,GAME/DICE,PARK PROPERTY,True,2005,41.768,-87.589
G631886,070XX S EAST END AV,GAME/DICE,STREET,True,2001,41.768,-87.583
G398742,052XX W POTOMAC AV,GAME/DICE,SIDEWALK,True,2001,41.904,-87.758
HV493133,062XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,SIDEWALK,True,2012,41.781,-87.616
HT574877,056XX S MICHIGAN AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2011,41.792,-87.622
HJ516553,037XX S RHODES AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2003,41.827,-87.614
HR586502,015XX W 51ST ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2009,41.801,-87.664
HP138714,011XX W BRYN MAWR AVE,GAME/AMUSEMENT DEVICE,SMALL RETAIL STORE,True,2008,41.984,-87.659
HL472499,061XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2005,41.783,-87.613
HS558961,072XX S GREEN ST,GAME/DICE,SIDEWALK,True,2010,41.763,-87.646
HP259586,054XX W WALTON ST,GAME/DICE,SIDEWALK,True,2008,41.898,-87.762
HK337300,059XX W DIVISION ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.902,-87.774
HM370891,054XX W POTOMAC AVE,GAME/DICE,SIDEWALK,True,2006,41.904,-87.762
HN510874,014XX N LATROBE AVE,OTHER,SIDEWALK,True,2007,41.906,-87.757
HM404425,029XX W AUGUSTA BLVD,OTHER,SIDEWALK,True,2006,41.899,-87.700
HM597982,016XX N AUSTIN AVE,GAME/DICE,SIDEWALK,True,2006,41.910,-87.775
HJ329505,032XX S RACINE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.836,-87.656
HL675649,062XX S SACRAMENTO AVE,GAME/DICE,SIDEWALK,True,2005,41.780,-87.698
G412112,038XX W THOMAS ST,GAME/CARDS,SIDEWALK,True,2001,41.901,-87.723
HN739225,016XX S ST LOUIS AVE,GAME/DICE,SIDEWALK,True,2007,41.858,-87.713
HL300791,011XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2005,41.901,-87.753
HM457135,004XX W 66TH ST,GAME/DICE,SIDEWALK,True,2006,41.774,-87.636
HV417124,014XX S KARLOV AVE,GAME/DICE,SIDEWALK,True,2012,41.862,-87.727
HR518349,132XX S ST LAWRENCE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.655,-87.608
HL395355,032XX N RACINE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.941,-87.659
HK526344,088XX S DANTE AVE,GAME/DICE,SIDEWALK,True,2004,41.734,-87.589
HK716639,067XX S HONORE ST,GAME/DICE,STREET,True,2004,41.771,-87.670
HP288064,028XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2008,41.879,-87.697
HP356232,011XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2008,41.901,-87.752
HK625319,071XX W BELMONT AVE,GAME/CARDS,SMALL RETAIL STORE,True,2004,41.938,-87.806
HN346230,003XX W 42ND ST,GAME/DICE,SIDEWALK,True,2007,41.818,-87.635
HN141860,085XX S PULASKI RD,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2007,41.737,-87.722
HN330626,093XX S MANISTEE AVE,GAME/DICE,SIDEWALK,True,2007,41.726,-87.557
HH674385,007XX E 79TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.751,-87.607
HW243584,001XX E 119TH PL,GAME/DICE,VACANT LOT/LAND,True,2013,41.677,-87.619
HJ641990,014XX N LECLAIRE AVE,OTHER,SIDEWALK,True,2003,41.907,-87.753
HL155370,015XX N LINDER AVE,GAME/DICE,STREET,True,2005,41.908,-87.763
HJ739003,089XX S LAFAYETTE AVE,GAME/DICE,SIDEWALK,True,2003,41.732,-87.625
HN714499,078XX S PHILLIPS AVE,GAME/DICE,SIDEWALK,True,2007,41.753,-87.565
HN464326,011XX N LONG AVE,GAME/DICE,STREET,True,2007,41.901,-87.761
HN561078,001XX N LOTUS AVE,GAME/DICE,SIDEWALK,True,2007,41.883,-87.762
HP318444,021XX S HARDING AVE,GAME/DICE,SIDEWALK,True,2008,41.852,-87.724
HJ670292,027XX W 35TH ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.830,-87.693
HR400853,070XX S CHAPPEL AVE,GAME/DICE,SIDEWALK,True,2009,41.767,-87.575
HN669522,050XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2007,41.894,-87.751
HV395560,021XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2012,41.883,-87.680
HJ478418,050XX S HERMITAGE AVE,GAME/DICE,STREET,True,2003,41.802,-87.668
HP212589,062XX S STONY ISLAND AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2008,41.782,-87.587
HR691161,011XX W 63RD ST,GAME/DICE,SIDEWALK,True,2009,41.780,-87.654
HP369153,011XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2008,41.901,-87.720
HK391198,029XX E 80TH PL,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.749,-87.552
HW496231,052XX W ADAMS ST,GAME/DICE,VACANT LOT/LAND,True,2013,41.878,-87.756
HP566679,056XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2008,41.902,-87.767
HH450746,074XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2002,41.759,-87.611
HL532969,004XX W 119TH ST,GAME/DICE,ALLEY,True,2005,41.678,-87.633
HJ562679,039XX N ASHLAND AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.953,-87.669
HH458262,039XX S LAKE PARK AVE,GAME/DICE,STREET,True,2002,41.823,-87.603
HM642757,031XX W IRVING PARK RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2006,41.954,-87.707
HP505849,049XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2008,41.894,-87.749
HL715782,008XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2005,41.896,-87.758
HL564970,066XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2005,41.774,-87.605
HR653098,0000X W 79TH ST,GAME/DICE,SIDEWALK,True,2009,41.751,-87.626
HJ355017,071XX S DAMEN AVE,GAME/DICE,SIDEWALK,True,2003,41.764,-87.674
HL352370,010XX E 91ST ST,GAME/DICE,STREET,True,2005,41.729,-87.600
HN369184,059XX W MADISON ST,OTHER,STREET,True,2007,41.880,-87.772
HP144803,074XX S MERRILL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.760,-87.572
HT424012,003XX N LAMON AVE,GAME/DICE,SIDEWALK,True,2011,41.886,-87.748
HN332819,005XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2007,41.891,-87.724
HK511498,061XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2004,41.782,-87.651
HK577188,079XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2004,41.751,-87.604
HR271823,050XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2009,41.878,-87.750
HL475421,008XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2005,41.896,-87.713
HL368659,091XX S THROOP ST,GAME/DICE,PARK PROPERTY,True,2005,41.728,-87.656
HN417150,011XX N PINE AVE,GAME/DICE,SIDEWALK,True,2007,41.901,-87.764
HX365953,0000X W 112TH ST,GAME/DICE,SIDEWALK,True,2014,41.691,-87.624
HS475656,009XX N MENARD AVE,GAME/DICE,SIDEWALK,True,2010,41.897,-87.770
HM267606,011XX S FRANCISCO AVE,GAME/DICE,SIDEWALK,True,2006,41.867,-87.698
HL657780,006XX W 61ST ST,GAME/DICE,STREET,True,2005,41.783,-87.641
HK669647,002XX W 117TH ST,GAME/DICE,SIDEWALK,True,2004,41.682,-87.628
HM433185,074XX S CHAPPEL AVE,GAME/DICE,STREET,True,2006,41.759,-87.575
HM328698,064XX S HOYNE AVE,GAME/DICE,SIDEWALK,True,2006,41.777,-87.676
HN395171,0000X N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2007,41.881,-87.772
HR562916,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.881,-87.756
HY185499,062XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2015,41.781,-87.668
HN592472,069XX S GREEN ST,GAME/DICE,STREET,True,2007,41.768,-87.646
HV414343,045XX S LAPORTE AVE,GAME/DICE,SIDEWALK,True,2012,41.811,-87.747
HM631997,104XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2006,41.704,-87.650
HH462063,015XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2002,41.909,-87.757
