,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
875,SO,Kammersrohr,de,28,29.47368421,10.71428571,67.85714286,21.42857143,12,0.95,3.191489362,56.38297872,40.42553191,0.0,2611700,1233700,618
876,SO,Langendorf,de,3782,1939.487179,17.6097303,56.76890534,25.62136436,1756,1.95,48.46938776,39.28571429,11.73469388,0.510204082,2605800,1230100,500
877,SO,Lommiswil,de,1536,266.6666667,20.05208333,58.72395833,21.22395833,639,5.76,13.17157712,44.02079723,42.80762565,0.0,2602500,1230300,616
878,SO,Oberdorf (SO),de,1724,144.752309,21.63573086,57.01856148,21.34570766,721,11.91,6.980656014,24.89486964,67.61984861,0.504625736,2604900,1231000,845
879,SO,Riedholz,de,2310,323.0769231,20.86580087,59.09090909,20.04329004,993,7.15,16.0390516,41.9804742,39.33054393,2.649930265,2609600,1230900,516
880,SO,Rüttenen,de,1462,166.704675,19.28864569,56.97674419,23.73461012,655,8.77,7.849829352,22.18430034,68.60068259,1.365187713,2607000,1231100,625
881,SO,Selzach,de,3447,177.0416025,20.39454598,59.67507978,19.93037424,1478,19.47,9.14696814,50.30832477,38.28365879,2.261048304,2601100,1228300,552
882,SO,Boningen,de,772,279.7101449,19.68911917,68.9119171,11.39896373,327,2.76,25.0,37.5,27.85714286,9.642857143,2631600,1239800,415
883,SO,Däniken,de,2851,525.0460405,17.99368643,62.9954402,19.01087338,1275,5.43,31.31868132,32.6007326,34.43223443,1.648351648,2641100,1245100,401
884,SO,Dulliken,de,5048,835.7615894,18.48256735,61.8858954,19.63153724,2196,6.04,27.45424293,38.93510815,32.94509151,0.665557404,2638300,1244300,438
885,SO,Eppenberg-Wöschnau,de,330,182.320442,15.75757576,63.63636364,20.60606061,159,1.81,18.2320442,36.4640884,43.09392265,2.209944751,2644200,1247400,438
886,SO,Fulenbach,de,1777,396.6517857,21.4969049,60.6077659,17.89532921,758,4.48,17.22595078,49.88814318,29.3064877,3.579418345,2630000,1236100,427
887,SO,Gretzenbach,de,2784,477.5300172,22.37787356,61.60201149,16.02011494,1139,5.83,20.75471698,41.85248714,36.19210978,1.200686106,2642200,1245300,430
888,SO,Gunzgen,de,1652,420.3562341,18.88619855,63.92251816,17.19128329,744,3.93,28.20512821,46.41025641,24.61538462,0.769230769,2629500,1240600,428
889,SO,Hägendorf,de,5138,368.579627,21.11716621,61.17166213,17.71117166,2122,13.94,15.10791367,26.61870504,58.1294964,0.143884892,2630500,1242800,703
890,SO,Kappel (SO),de,3239,635.0980392,20.50015437,62.05619018,17.44365545,1397,5.1,18.32358674,32.94346979,48.5380117,0.194931774,2631000,1241500,472
891,SO,Olten,de,18363,1598.172324,16.25006807,65.25077602,18.49915591,9190,11.49,40.4886562,12.65270506,41.79755672,5.061082024,2634700,1244700,425
892,SO,Rickenbach (SO),de,1012,366.6666667,15.90909091,66.10671937,17.98418972,457,2.76,17.39130435,31.15942029,51.44927536,0.0,2631500,1243500,490
893,SO,Schönenwerd,de,4911,1323.719677,19.48686622,61.31134189,19.2017919,2099,3.71,41.17647059,10.16042781,42.78074866,5.882352941,2642800,1246900,389
894,SO,Starrkirch-Wil,de,1714,926.4864865,21.1201867,58.92648775,19.95332555,719,1.85,29.34782609,21.73913043,48.91304348,0.0,2636800,1244700,472
895,SO,Walterswil (SO),de,724,161.6071429,19.47513812,61.1878453,19.33701657,305,4.48,10.69042316,53.00668151,35.85746102,0.445434298,2639500,1241600,508
896,SO,Wangen bei Olten,de,5057,726.5804598,19.73502076,61.6966581,18.56832114,2202,6.96,22.09469154,24.67718795,52.94117647,0.286944046,2632500,1243900,518
897,SO,Solothurn,de,16777,2671.496815,15.49740716,64.44537164,20.0572212,8385,6.28,69.92,22.56,2.24,5.28,2606900,1228800,433
898,SO,Bärschwil,de,788,70.42001787,15.73604061,59.13705584,25.12690355,352,11.19,5.017921147,41.39784946,53.22580645,0.358422939,2602600,1247900,577
899,SO,Beinwil (SO),de,283,12.48896734,22.2614841,57.59717314,20.14134276,104,22.66,1.895943563,43.60670194,54.14462081,0.352733686,2611200,1245700,787
900,SO,Breitenbach,de,3854,566.7647059,19.84950701,59.9636741,20.18681889,1590,6.8,19.15204678,45.90643275,34.50292398,0.438596491,2607900,1250700,460
901,SO,Büsserach,de,2296,304.1059603,19.86062718,61.58536585,18.55400697,976,7.55,11.00795756,42.30769231,46.28647215,0.397877984,2607600,1248900,502
902,SO,Erschwil,de,924,124.3606999,20.67099567,59.1991342,20.12987013,374,7.43,7.095046854,34.53815261,57.8313253,0.535475234,2607800,1246800,612
903,SO,Fehren,de,605,408.7837838,20.99173554,59.83471074,19.17355372,248,1.48,15.54054054,54.72972973,29.05405405,0.675675676,2610600,1249500,583
904,SO,Grindel,de,512,166.2337662,17.1875,63.671875,19.140625,210,3.08,6.557377049,42.29508197,50.81967213,0.327868853,2604800,1247800,628
905,SO,Himmelried,de,909,150.7462687,16.83168317,60.3960396,22.77227723,423,6.03,10.5785124,30.41322314,58.67768595,0.330578512,2612000,1252300,596
906,SO,Kleinlützel,de,1261,77.26715686,19.19111816,56.78033307,24.02854877,546,16.32,4.52876377,35.92411261,59.17992656,0.367197062,2598400,1252800,583
907,SO,Meltingen,de,660,114.5833333,20.75757576,60.15151515,19.09090909,268,5.76,5.729166667,40.27777778,53.99305556,0.0,2611400,1248600,750
908,SO,Nunningen,de,1880,182.3472357,19.78723404,59.5212766,20.69148936,816,10.31,8.585365854,41.46341463,49.85365854,0.097560976,2613600,1249200,694
909,SO,Zullwil,de,668,182.5136612,24.8502994,55.08982036,20.05988024,278,3.66,9.589041096,44.10958904,46.02739726,0.273972603,2612200,1248900,661
