,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
1591,TI,Monteggio,it,870,258.9285714,16.20689655,56.32183908,27.47126437,390,3.36,24.02402402,27.92792793,44.74474474,3.303303303,2706000,1094400,357
1592,TI,Morcote,it,723,259.1397849,12.03319502,60.44260028,27.5242047,393,2.79,16.18705036,2.517985612,81.29496403,0.0,2714000,1087300,466
1593,TI,Muzzano,it,819,528.3870968,16.84981685,59.0964591,24.05372405,361,1.56,48.02631579,18.42105263,17.76315789,15.78947368,2715000,1095100,311
1594,TI,Neggio,it,329,369.6629213,17.32522796,63.2218845,19.45288754,137,0.89,22.89156627,10.84337349,65.06024096,1.204819277,2711600,1093900,391
1595,TI,Novaggio,it,852,195.862069,19.1314554,59.27230047,21.59624413,379,4.34,10.62355658,13.16397229,75.2886836,0.923787529,2709700,1096400,753
1596,TI,Origlio,it,1458,700.9615385,22.56515775,59.05349794,18.38134431,583,2.08,27.88461538,12.98076923,54.80769231,4.326923077,2716500,1101400,448
1597,TI,Paradiso,it,4247,4771.910112,16.36449258,62.23216388,21.40334354,2220,0.89,61.17647059,4.705882353,32.94117647,1.176470588,2716700,1094400,321
1598,TI,Ponte Capriasca,it,1902,308.2658023,23.23869611,58.20189274,18.55941115,777,6.17,8.85668277,12.23832528,52.49597424,26.40901771,2717000,1102300,1396
1599,TI,Ponte Tresa,it,800,1951.219512,14.0,60.25,25.75,417,0.42,51.2195122,2.43902439,41.46341463,4.878048781,2710100,1091800,341
1600,TI,Porza,it,1579,1012.179487,19.3160228,60.92463585,19.75934136,689,1.56,44.80519481,14.93506494,40.25974026,0.0,2717300,1098500,452
1601,TI,Pura,it,1341,441.1184211,19.2393736,59.20954512,21.55108128,589,3.04,17.79935275,9.385113269,71.197411,1.618122977,2710900,1093600,431
1602,TI,Rovio,it,839,149.8214286,16.68653159,61.50178784,21.81168057,379,5.6,6.914893617,6.914893617,79.25531915,6.914893617,2720200,1088000,803
1603,TI,Savosa,it,2213,2950.666667,20.51513782,57.70447357,21.78038861,977,0.74,74.66666667,12.0,12.0,1.333333333,2717000,1097800,405
1604,TI,Sessa,it,687,239.3728223,17.17612809,56.33187773,26.49199418,326,2.88,13.10344828,25.86206897,60.34482759,0.689655172,2706900,1095200,448
1605,TI,Sorengo,it,1774,2087.058824,22.54791432,56.82074408,20.6313416,701,0.85,60.0,20.0,17.64705882,2.352941177,2715900,1095000,362
1606,TI,Capriasca,it,6707,184.3595382,20.35187118,59.17697928,20.47114955,2852,36.38,7.140887786,21.03666942,65.12269093,6.699751861,2718200,1102900,1000
1607,TI,Torricella-Taverne,it,3087,588.0,20.63492063,59.76676385,19.59831552,1275,5.25,19.84877127,8.695652174,69.94328923,1.512287335,2715500,1102600,627
1608,TI,Vernate,it,592,392.0529801,19.42567568,63.85135135,16.72297297,274,1.51,18.42105263,5.263157895,74.34210526,1.973684211,2712100,1094700,592
1609,TI,Vezia,it,1914,1376.978417,19.95820272,59.2476489,20.79414838,846,1.39,60.14492754,16.66666667,23.1884058,0.0,2716100,1097900,340
1610,TI,Vico Morcote,it,405,205.5837563,19.25925926,59.50617284,21.2345679,191,1.97,15.38461538,12.82051282,71.79487179,0.0,2715000,1087600,535
1611,TI,Collina d'Oro,it,4895,797.2312704,23.04392237,55.52604699,21.43003064,2020,6.15,38.61066236,11.14701131,48.30371567,1.938610662,2714600,1093400,403
1612,TI,Alto Malcantone,it,1405,63.68993654,19.14590747,59.21708185,21.63701068,615,22.06,3.490480508,15.593835,68.31368994,12.60199456,2713200,1100700,1091
1613,TI,Monteceneri,it,4520,125.2771619,19.69026549,62.69911504,17.61061947,1951,36.08,9.166666667,8.75,76.94444444,5.138888889,2714600,1108500,817
1614,TI,Balerna,it,3267,1291.304348,16.80440771,58.43281298,24.76277931,1561,2.53,83.00395257,9.881422925,5.533596838,1.581027668,2721800,1078700,255
1615,TI,Castel San Pietro,it,2159,182.347973,19.08290875,57.10977304,23.8073182,957,11.82,9.245122986,21.03477523,67.9389313,1.781170484,2721900,1080200,721
1616,TI,Chiasso,it,7979,1491.401869,15.91678155,57.47587417,26.60734428,4143,5.35,36.41509434,14.1509434,48.67924528,0.754716981,2723400,1077200,332
1617,TI,Coldrerio,it,2939,1194.715447,16.16195985,59.03368493,24.80435522,1305,2.46,43.14516129,42.33870968,14.51612903,0.0,2720300,1079200,344
